document_id,english author,certain authorship,english work title,tlg_genre,genre_first,genre_second,genre_third,group,greek work title,latin work title,geography,ethnicity,year,gender,komplet_fragment,id_nummer,sort_id,kommentar,Greek,Latin,tlg_author_id,tlg_work_id,skal_fjernes,has_tlg_id,has_comment_in_name,graph
first1k_tlg0018.tlg003.opp-grc1,Philo of Alexandria,TRUE,On Cherubim,"Exegetica, Philosophica",Prose,Treaty,Philosophy / Theology ,Jewish Philosophy,Περὶ τῶν χερουβίμ,De Cherubim,Alexandria,Jewish,35 AD,M,,1785.0,1785,,TRUE,FALSE,tlg0018,tlg003,False,TRUE,FALSE,
first1k_tlg1447.tlg001.1st1K-grc1,Irenaeus,TRUE,Against Heresies,Theologica,Prose,Treaty,Theology,,Ἔλεγχος καὶ ἀνατροπὴ τῆς ψευδωνύμου γνώσεως,Adversus haereses 5.3-13,Lyon,,180 AD,M,K,1786.0,1786,,TRUE,FALSE,tlg1447,tlg001,False,TRUE,FALSE,
first1k_tlg2042.tlg084.opp-grc1,Origen,FALSE,Fragmenta In Jeremiam (e Philocalia),"Exegetica, Homiletica",Prose,,Theology ,,,Fragmenta In Jeremiam (e Philocalia),"Caesarea, Israel",,240 AD,M,F,1787.0,1787,,TRUE,FALSE,tlg2042,tlg084,False,TRUE,TRUE,
first1k_tlg0087.tlg011.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Περὶ ὀρθογραφίας,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ ὀρθογραφίας,,Rome,,165 AD,M,K,1788.0,1788,,TRUE,FALSE,tlg0087,tlg011,False,TRUE,TRUE,
first1k_tlg0082.tlg004.1st1K-grc1,Apollonius Dyscolus,TRUE,On Syntax,Grammatica,Prose,Treaty,Grammar,,Περὶ συντάξεως,De constructione,Alexandria,,130 AD,M,K,1789.0,1789,,TRUE,FALSE,tlg0082,tlg004,False,TRUE,FALSE,
perseus_tlg0059.tlg014.perseus-grc2,Plato,FALSE,Alcibiades 2,"Dialogus, Philosophica",Prose,Dialogue,Philosophy ,,Ἀλκιβιάδης βʹ,Alcibiades ii,Athens,,360 BC,M,K,179.0,179,,TRUE,FALSE,tlg0059,tlg014,False,TRUE,FALSE,
first1k_tlg0087.tlg028.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Περὶ μονοσυλλάβων,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ μονοσυλλάβων,,Rome,,165 AD,M,K,1790.0,1790,,TRUE,FALSE,tlg0087,tlg028,False,TRUE,TRUE,
first1k_tlg2042.tlg054.1st1K-grc1,Origen,,Selecta in Jesu Nave,Exegetica,Prose,,Theology ,,Εἰς Ἰησοῦν Ναυή ἐκλογαί,Selecta in Jesu Nave,"Caesarea, Israel",,240 AD,M,F,1791.0,1791,,TRUE,FALSE,tlg2042,tlg054,False,TRUE,FALSE,
first1k_tlg1799.tlg010.1st1K-grc1,Euclid,FALSE,Opticorum recensio Theonis,Mathematica,Prose,Treaty,Mathematics ,,,Opticorum recensio Theonis,Alexandria,,300 BC,M,K,1792.0,1792,,TRUE,FALSE,tlg1799,tlg010,False,TRUE,FALSE,
first1k_tlg0057.tlg087.1st1K-grc1,Galen,FALSE,Commentary on Hippocrates’ Regimen in Acute Diseases,Medica,Prose,Treaty,Medicine,,Εἰς τὸ περὶ διαίτης ὀξέων Ἱπποκράτους,In Hippocratis De victu acutorum,Rome,,180 AD,M,,1793.0,1793,,TRUE,FALSE,tlg0057,tlg087,False,TRUE,FALSE,
first1k_tlg0087.tlg013.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Περὶ κλίσεως ὀνομάτων,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ κλίσεως ὀνομάτων,,Rome,,165 AD,M,K,1794.0,1794,,TRUE,FALSE,tlg0087,tlg013,False,TRUE,TRUE,
first1k_tlg0527.tlg054.1st1K-grc1,Daniel,FALSE,Susanna (LXX),"Apocalypsis, Narratio Ficta, Religiosa",Prose,Narrative,Theology,Jewish Novels,Σουσάννα,Susanna,Israel,Jewish,200 BC,M,K,1795.0,1795,,TRUE,FALSE,tlg0527,tlg054,False,TRUE,TRUE,
first1k_tlg0527.tlg021.1st1K-grc1,Tobit,FALSE,Tobit,"Apocrypha, Narratio Ficta, Religiosa",Prose,Narrative,Theology,Jewish Novels,Τωβίτ,Tobias,Mesopotamia,Jewish,100 BC,M,K,1796.0,1796,,TRUE,FALSE,tlg0527,tlg021,False,TRUE,FALSE,
first1k_tlg0057.tlg046.1st1K-grc1,Galen,TRUE,The Opportune Moments in Diseases,Medica,Prose,Treaty,Medicine,,Περὶ τῶν ἐν ταῖς νόσοις καιρῶν,De morborum temporibus,Rome,,180 AD,M,,1797.0,1797,,TRUE,FALSE,tlg0057,tlg046,False,TRUE,FALSE,
first1k_tlg2200.tlg00521.opp-grc1,Libanius,TRUE,Demosthenes' Demand to Be Surrendered,Rhetorica,Prose,Speech,,,Ἀξιοῖ Δημοσθένης ἐκδίδοσθαι,Declamatio 21,Antioch,,365 AD,M,K,1798.0,1798,,TRUE,FALSE,tlg2200,tlg00521,False,TRUE,FALSE,
first1k_tlg2586.tlg002.1st1K-grc1,Menander Rhetor,FALSE,On Epideictic Speeches,Rhetorica,Prose,Treaty,Rhetoric ,,Περὶ ἐπιδεικτικῶν,,Laodicea,,300 AD,M,F,1799.0,1799,,TRUE,FALSE,tlg2586,tlg002,False,TRUE,FALSE,
perseus_tlg0284.tlg022.perseus-grc1,Aelius Aristides ,TRUE,Second Smyrnaean Oration,Oratio,Prose,Speech,,,Προσφωνητικός Σμυρναϊκός,,Smyrna / Pergamon,,175 AD,M,K,18.0,18,,TRUE,FALSE,tlg0284,tlg022,False,TRUE,FALSE,
perseus_tlg0540.tlg009.perseus-grc2,Lysias,TRUE,For The Soldier,Oratio,Prose,Speech,,,Ὑπὲρ τοῦ στρατιώτου,Pro milite,Athens,,390 BC,M,K,180.0,180,,TRUE,FALSE,tlg0540,tlg009,False,TRUE,FALSE,
first1k_tlg0062.tlg002.1st1K-grc1,Lucian of Samosata,,Hippias or the Bath,,,,,,,,,,,M,,1800.0,1800,,TRUE,FALSE,tlg0062,tlg002,True,TRUE,FALSE,
first1k_tlg0081.tlg014.1st1K-grc1,Dionysius of Halicarnasus,TRUE,On Imitation,Rhetorica,Prose,Treaty,Rhetoric,,Περὶ μιμήσεως,De imitatione (fragmenta),Rome,,15 BC,M,F,1801.0,1801,,TRUE,FALSE,tlg0081,tlg014,False,TRUE,FALSE,
first1k_tlg1595.tlg221.1st1K-grc1,Philodemus,TRUE,On Music,"Musica, Philosophica",Prose,Treaty,Music,,Περὶ μουσικής,De Musica,Rome,,50 BC,M,,1802.0,1802,,TRUE,FALSE,tlg1595,tlg221,False,TRUE,FALSE,
first1k_tlg2023.tlg001.1st1K-grc1,Iamblichus Chalcidensis,TRUE,On the Pythagorean Way of Life,"Biographa, Philosophica",Prose,Treaty,Philosophy ,,Περὶ τοῦ Πυθαγορικοῦ βίου,De vita Pythagorica,Greece,,305 AD,M,,1803.0,1803,,TRUE,FALSE,tlg2023,tlg001,False,TRUE,FALSE,
first1k_tlg0057.tlg053.1st1K-grc1,Galen,TRUE,Withering,Medica,Prose,Treaty,Medicine,,Περὶ μαρασμοῦ,De marcore,Rome,,180 AD,M,,1804.0,1804,,TRUE,FALSE,tlg0057,tlg053,False,TRUE,FALSE,
first1k_tlg0085.tlg004.opp-grc3,Aeschylus,TRUE,Ἑπτὰ ἐπὶ Θήβας (Seven against Thebes),,,,,,,,,,,M,,1805.0,1805,,TRUE,FALSE,tlg0085,tlg004,True,TRUE,TRUE,
first1k_tlg0057.tlg002.1st1K-grc1,Galen,TRUE,,Medica,Prose,Treaty,Medicine,,Περὶ τῆς ἀρίστης διδασκαλίας,De optima doctrina,Rome,,180 AD,M,,1806.0,1806,,TRUE,FALSE,tlg0057,tlg002,False,TRUE,FALSE,
first1k_tlg2371.tlg001.opp-grc1,Anonymous,FALSE,Easter Chronicle,"Chronographa, Historica",Prose,Historiography,,,,Chronicon Paschale,,,635 AD,M,K,1807.0,1807,,TRUE,FALSE,tlg2371,tlg001,False,TRUE,FALSE,
first1k_tlg2200.tlg00401.opp-grc1,Libanius,TRUE,The Autobiography,Oratio,Prose,Speech,,,Βίος ἢ περὶ τῆς ἑαυτοῦ τύχης,Oratio 1,Antioch,,365 AD,M,K,1808.0,1808,,TRUE,FALSE,tlg2200,tlg00401,False,TRUE,FALSE,
first1k_tlg0057.tlg018.1st1K-grc1,Galen,TRUE,The Motion of Muscles,Medica,Prose,Treaty,Medicine,,Περὶ μυῶν κινήσεως,De motu musculorum libri ii,Rome,,180 AD,M,,1809.0,1809,,TRUE,FALSE,tlg0057,tlg018,False,TRUE,FALSE,
perseus_tlg0007.tlg030.perseus-grc2,Plutarch,TRUE,Pyrrhus,Biographa,Prose,Biography ,,Important Biographies,Πύρρος,Pyrrhus,"Delphi, Greece",Greek,100 AD,M,K,181.0,181,,TRUE,FALSE,tlg0007,tlg030,False,TRUE,FALSE,
first1k_tlg0018.tlg017.opp-grc1,Philo of Alexandria,TRUE,On Flight and Finding,Exegetica,Prose,Treaty,Philosophy / Theology ,Jewish Philosophy,Περὶ φυγῆς καῖ εὑρέσεως,De fuga et inventione,Alexandria,Jewish,35 AD,M,,1810.0,1810,,TRUE,FALSE,tlg0018,tlg017,False,TRUE,FALSE,
first1k_tlg0559.tlg001.1st1K-grc1,Heron of Alexandria,TRUE,The Pneumatics,Mechanica,Prose,Treaty,Steam engine,,Πνευματικῶν ,Pneumatica,Alexandria,,50 AD,M,K,1811.0,1811,,TRUE,FALSE,tlg0559,tlg001,False,TRUE,FALSE,
first1k_tlg5029.tlg001.1st1K-grc1,Various (Scholia),FALSE,Scholia on Lucian,Scholia,Prose,Catena / Commentary,,,,Scholia in Lucianum (scholia vetera et recentiora Arethae),,,,M,,1812.0,1812,,TRUE,FALSE,tlg5029,tlg001,False,TRUE,TRUE,
first1k_tlg3156.tlg001.1st1K-grc1,Anonymous,FALSE,Exegesis in Hesiodi theogoniam,Scholia,Prose,Catena / Commentary ,Literature,,,Exegesis in Hesiodi Theogoniam,,,,M,,1813.0,1813,,TRUE,FALSE,tlg3156,tlg001,False,TRUE,FALSE,
first1k_tlg4030.tlg001.opp-grc1,Sophonias,TRUE,Paraphrase of Aristotle's De Anima,"Commentarius, Philosophica",Prose,Catena / Commentary,Philosophy ,,Παράφρασις εἰς τό Περὶ ψυχῆς,In Aristotelis libros De anima Paraphrasis,,,1350 AD,M,,1814.0,1814,,TRUE,FALSE,tlg4030,tlg001,False,TRUE,FALSE,
first1k_tlg1271.tlg011.1st1K-grc1,Clement of Rome,FALSE,Clementina Epitome Prior Edita Correctior (TLG = 011...?) De to tekster to bind af samme værk = Epitome prior et altera,,,,,,,,,,,M,,1815.0,1815,,TRUE,FALSE,tlg1271,tlg011,True,TRUE,TRUE,
first1k_tlg2959.tlg002.opp-grc1,Methodius of Olympus,TRUE,On the Free Will,Theologica,Prose,Treaty,Theology ,,Περὶ τοῦ αὐτεξουσίου,De Libero Arbitrio,Asia Minor,,290 AD,M,K,1816.0,1816,,TRUE,FALSE,tlg2959,tlg002,False,TRUE,FALSE,
first1k_tlg0057.tlg107.1st1K-grc1,Galen,TRUE,On Medical Experience,Medica,Prose,Treaty,Medicine,,Περὶ τῆς ἰατρικῆς ἐμπειρίας,De experientia medica,Rome,,180 AD,M,,1817.0,1817,,TRUE,FALSE,tlg0057,tlg107,False,TRUE,FALSE,
first1k_tlg1329.tlg001.1st1K-grc1,Dionysius of Corinth,FALSE,Fragmenta,Epistolographa,Prose,Letter,,,,Fragmenta,Corinth,,150 AD,M,F,1818.0,1818,,TRUE,FALSE,tlg1329,tlg001,False,TRUE,FALSE,
first1k_tlg0087.tlg012.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Περὶ ὀνομάτων,Grammatica,Prose,Treaty,"Grammar, etymology",,Περὶ ὀνομάτων,,Rome,,165 AD,M,K,1819.0,1819,,TRUE,FALSE,tlg0087,tlg012,False,TRUE,TRUE,
perseus_tlg0007.tlg074.perseus-grc2,Plutarch,TRUE,Chance,"Philosophica, Rhetorica",Prose,Essay / Treaty,Philosophy ,,Περὶ τύχης,De fortuna,"Delphi, Greece",,100 AD,M,K,182.0,182,,TRUE,FALSE,tlg0007,tlg074,False,TRUE,FALSE,
first1k_tlg0086.tlg001.1st1K-grc2,Aristotle,TRUE,Aristotelis Analytica Priora et Posteriora,,,,,,,,,,,,,1820.0,1820,eneste sted der indeholder posterior analytics?,TRUE,FALSE,tlg0086,tlg001,False,TRUE,FALSE,
first1k_tlg2021.tlg003.opp-grc1,Epiphanius of Salamis,FALSE,Anacephalaeosis,Theologica,Prose,Treaty,Theology ,,,Anacephalaeosis,"Salamis, Cyprus",,390 AD,M,,1821.0,1821,,TRUE,FALSE,tlg2021,tlg003,False,TRUE,FALSE,
first1k_tlg0527.tlg023.1st1K-grc1,1 Maccabees,FALSE,1 Maccabees ,"Apocrypha, Historica, Religiosa",Prose,Historiography,Theology,LXX Historiographies,Μακκαβαίων Αʹ,,Israel,Jewish,100 BC,M,K,1822.0,1822,,TRUE,FALSE,tlg0527,tlg023,False,TRUE,FALSE,
first1k_tlg0018.tlg002.opp-grc1,Philo of Alexandria,TRUE,Allegorical Interpretation of Genesis,Exegetica,Prose,Treaty,Philosophy / Theology ,Jewish Philosophy,Νόμων ἱερῶν ἀλληγορίας τῶν μετὰ τὴν ἐξαήμερον,Legum allegoriarum (libri i‑iii),Alexandria,Jewish,35 AD,M,,1823.0,1823,,TRUE,FALSE,tlg0018,tlg002,False,TRUE,FALSE,
first1k_tlg0055.tlg001.1st1K-grc1,Themistocles,FALSE,Letters,Epistolographa,Prose,Letter,,,,Epistulae,Athens,,120 AD,M,,1824.0,1824,,TRUE,FALSE,tlg0055,tlg001,False,TRUE,FALSE,
first1k_tlg4015.tlg001.opp-grc1,John Philoponus,TRUE,Commentary on Aristotle's Categories,"Commentarius, Philosophica",Prose,Catena / Commentary,Philosophy ,,Σχόλια εἰς τὰς Κατηγορίας,In Aristotelis Categorias Commentarium,Alexandria,,520 AD,M,,1825.0,1825,,TRUE,FALSE,tlg4015,tlg001,False,TRUE,FALSE,
first1k_tlg0087.tlg002.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,On Enclitics,Grammatica,Prose,Treaty,Grammar,,Περὶ ἐγκλινομένων,De enclesi,"Alexandria, Rome",,175 AD,M,F,1826.0,1826,,TRUE,FALSE,tlg0087,tlg002,False,TRUE,TRUE,
first1k_tlg1220.tlg001.1st1K-grc1,Homer,FALSE,The Battle of Frogs and Mice,Parodia,Poetry,Lyric,Comedy,,Βατραχομυομαχία,Batrachomyomachia,Greece,,100 BC,M,K,1827.0,1827,,TRUE,FALSE,tlg1220,tlg001,False,TRUE,FALSE,
first1k_tlg2200.tlg00517.opp-grc1,Libanius,TRUE,Invective against Aeschines,Rhetorica,Prose,Speech,,,Αἰσχίνης,Declamatio 17,Antioch,,365 AD,M,K,1828.0,1828,,TRUE,FALSE,tlg2200,tlg00517,False,TRUE,FALSE,
first1k_ogl0001.ogl001.1st1K-grc1,Pinytus,FALSE,Letter from Pinytus to Dionysius,Epigrammatica,Prose,,Several...?,,Πρὸς Δῐονῡ́σου,De epistola Pinyti ad Dionysium,"Cnossos, Crete",,180 AD,M,,1829.0,1829,,TRUE,FALSE,,,False,FALSE,FALSE,
perseus_tlg0557.tlg001.perseus-grc2,Epictetus (Arrian),TRUE,Discourses,Philosophica,Prose,Treaty,Philosophy ,,Ἀρριανοῦ τῶν Ἐπικτήτου Διατριβῶν,Dissertationes ab Arriano digestae,Athens,,108 AD,M,,183.0,183,,TRUE,FALSE,tlg0557,tlg001,False,TRUE,TRUE,
first1k_tlg2042.tlg029.opp-grc1,Origen,TRUE,"Commentary on the Gospel of Matthew, book 10-11",Exegetica,Prose,Catena / Commentary,Theology ,,Ἐκ τῶν εἰς τὸ Κατὰ Ματθαῖον Ἐυαγγέλιον ἐξηγητικῶν,Commentarium In Evangelium Matthaei (Lib 10-11),"Caesarea, Israel",,240 AD,M,F,1830.0,1830,,TRUE,FALSE,tlg2042,tlg029,False,TRUE,FALSE,
first1k_tlg0628.tlg003.1st1K-grc1,Musonius Rufus,FALSE,Spurious Letters,Epistolographa,Prose,Letter,,,,Epistulae spuriae,Rome,,70 AD,M,,1831.0,1831,,TRUE,FALSE,tlg0628,tlg003,False,TRUE,FALSE,
first1k_tlg0628.tlg001.1st1K-grc1,Musonius Rufus,TRUE,Discourses,Philosophica,Prose,Essay,Philosophy ,,,Dissertationum a Lucio digestarum reliquiae,Rome,,70 AD,M,,1832.0,1832,,TRUE,FALSE,tlg0628,tlg001,False,TRUE,FALSE,
first1k_tlg0057.tlg019.1st1K-grc1,Galen,TRUE,The Thinning Diet,Medica,Prose,Treaty,Medicine,,Περὶ λεπτυνούσης διαίτης,De victu attenuante,Rome,,180 AD,M,,1833.0,1833,,TRUE,FALSE,tlg0057,tlg019,False,TRUE,FALSE,
first1k_tlg2200.tlg00520.opp-grc1,Libanius,TRUE,Speech of Demosthenes Accusing himself,Rhetorica,Prose,Speech,,,Ἐν ταύταις ὁ Δημοσθένης ἀποθανεῖν ἀξιοῖ,Declamatio 20,Antioch,,365 AD,M,K,1834.0,1834,,TRUE,FALSE,tlg2200,tlg00520,False,TRUE,FALSE,
first1k_tlg0086.tlg001.1st1K-grc1,Aristotle,TRUE,Prior Analytics,Philosophica,Prose,Treaty,Philosophy ,,Ἀναλυτικὰ πρότερα,Analytica priora,Athens,,330 BC,M,K,1835.0,1835,,TRUE,FALSE,tlg0086,tlg001,False,TRUE,FALSE,
first1k_tlg0618.tlg001.1st1K-grc1,Antigonus ,FALSE,Epistula,Epistolographa,Prose,Letter,,,,Epistula,,,300 BC,M,,1836.0,1836,,TRUE,FALSE,tlg0618,tlg001,False,TRUE,FALSE,
first1k_tlg0086.tlg024.1st1K-grc1,Aristotle,TRUE,On Memory and Recollection,Philosophica,Prose,Treaty,Biology,,Περὶ μνήμης καὶ ἀναμνήσεως,De memoria et reminiscentia,Athens,,330 BC,M,K,1837.0,1837,,TRUE,FALSE,tlg0086,tlg024,False,TRUE,FALSE,
first1k_tlg0087.tlg030.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Συμπόσιον,Grammatica,Prose,Treaty,"Grammar, etymology",,Συμπόσιον,,Rome,,165 AD,M,K,1838.0,1838,,TRUE,FALSE,tlg0087,tlg030,False,TRUE,TRUE,
first1k_tlg0057.tlg081.1st1K-grc1,Galen,FALSE,Introduction to Logic,Philosophica,Prose,Treaty,Philosophy ,,Εἰσαγωγὴ διαλεκτική,Institutio logica,Rome,,180 AD,M,,1839.0,1839,,TRUE,FALSE,tlg0057,tlg081,False,TRUE,FALSE,
perseus_tlg2018.tlg002.perseus-grc1,Eusebius,,Historia ecclesiastica,,,,,,,,"Caesarea, Israel",,320 AD,M,K,184.0,184,,TRUE,FALSE,tlg2018,tlg002,True,TRUE,FALSE,
first1k_tlg5022.tlg005.1st1K-grc1,Various (Scholia),FALSE,Scholia on Euclid's Catoptrics,Scholia,Prose,Catena / Commentary,Mathematics ,,,Scholia in Euclidis catoptrica (scholia vetera),,,,M,,1840.0,1840,,TRUE,FALSE,tlg5022,tlg005,False,TRUE,TRUE,
first1k_tlg0057.tlg043.1st1K-grc1,Galen,TRUE,The Distinct Types of Symptom,Medica,Prose,Treaty,Medicine,,Περὶ τῶν συμπτωμάτων διαφορᾶς,De symptomatum differentiis,Rome,,180 AD,M,,1841.0,1841,,TRUE,FALSE,tlg0057,tlg043,False,TRUE,FALSE,
first1k_tlg0087.tlg015.1st1K-grc1,Aelius Herodianus (Herodian),TRUE,Μονόβιβλον περὶ τοῦ ὕδωρ,Grammatica,Prose,Treaty,"Grammar, etymology",,Μονόβιβλον περὶ τοῦ ὕδωρ,,Rome,,165 AD,M,K,1842.0,1842,,TRUE,FALSE,tlg0087,tlg015,False,TRUE,TRUE,
first1k_tlg0357.tlg001.1st1K-grc2,Didymus Alexandrinus,,Mensuris marmorum,,,,,,,,,,,M,,1843.0,1843,,TRUE,FALSE,tlg0357,tlg001,True,TRUE,FALSE,
first1k_tlg2200.tlg00525.opp-grc1,Libanius,TRUE,Against the Recall of Lais,Rhetorica,Prose,Speech,,,Μελετῶμεν τὸν ἀντιλέγοντα,Declamatio 25,Antioch,,365 AD,M,K,1844.0,1844,,TRUE,FALSE,tlg2200,tlg00525,False,TRUE,FALSE,
first1k_tlg1443.tlg005.1st1K-grc1,Ignatius,TRUE,Letters,Epistolographa,Prose,Letter,Theology,,,Epistulae vii genuinae,Antioch,,120 AD,M,,1845.0,1845,,TRUE,FALSE,tlg1443,tlg005,False,TRUE,FALSE,
first1k_tlg3135.tlg001.opp-grc1,Joannes Zonaras,TRUE,"Extracts of History  (hvilke bøger (TLG = 3135.001, 002))","Chronographa, Historia",Prose,Historiography ,,,Ἐπιτομή ἰστοριῶν,Epitome historiarum,Constantinople,,1118 AD,M,,1846.0,1846,,TRUE,FALSE,tlg3135,tlg001,False,TRUE,TRUE,
first1k_tlg2021.tlg002.opp-grc1,Epiphanius of Salamis,TRUE,Panarion,"Epistolographa, Theologica",Prose,Polemic,"Theology, adversus",,Πανάριον,Panarion,"Salamis, Cyprus",,375 AD,M,,1847.0,1847,,TRUE,FALSE,tlg2021,tlg002,False,TRUE,FALSE,
first1k_tlg2042.tlg010.opp-grc1,Origen,FALSE,Fragmenta In Jeremiam (in Catenis),"Catena, Exegetica",Prose,Catena / Commentary,Theology ,,,Fragmenta In Jeremiam (in Catenis),"Caesarea, Israel",,240 AD,M,F,1848.0,1848,,TRUE,FALSE,tlg2042,tlg010,False,TRUE,TRUE,
first1k_tlg4102.tlg046.opp-grc1,Various (Catena),FALSE,Commentary on the Epistle of Jude,Catena,Prose,Catena / Commentary,Theology,,Ἱωάννου ἐπιστολὴ. Ὑπόθεσις,Catena in Epistulam Juda,,,450 AD,M,K,1849.0,1849,,TRUE,FALSE,tlg4102,tlg046,False,TRUE,TRUE,
perseus_tlg0551.tlg014.perseus-grc2,Appian,TRUE,The Mithridatic War,Historica,Prose,Historiography,,Greek Historiographies,Μιθριδάτειος,Mithradatica,Rome,Greek,160 AD,M,F,185.0,185,,TRUE,FALSE,tlg0551,tlg014,False,TRUE,FALSE,
first1k_tlg1463.tlg001.opp-grc1,Enoch,FALSE,Apocalypsis Enochi (TLG = 002) (recensio ap. Syncellum),"Apocalypsis, Pseudepigrapha",,,,,,Apocalypsis Enochi (TLG = 002) (recensio ap. Syncellum),,Jewish,,M,,1850.0,1850,,TRUE,FALSE,tlg1463,tlg001,True,TRUE,TRUE,
first1k_tlg0527.tlg002.opp-grc2,Moses,FALSE,Exodus,"Historica, Religiosa, Legalia",Prose,Narrative,Theology,LXX Historiographies,Ἔξοδος,Exodus,Israel,Jewish,500 BC,M,K,1851.0,1851,,TRUE,FALSE,tlg0527,tlg002,False,TRUE,FALSE,
first1k_tlg0057.tlg054.1st1K-grc1,Galen,TRUE,Unnatural Lumps,Medica,Prose,Treaty,Medicine,,Περὶ τῶν παρὰ φύσιν ὄγκων,De tumoribus praeter naturam,Rome,,180 AD,M,,1852.0,1852,,TRUE,FALSE,tlg0057,tlg054,False,TRUE,FALSE,
first1k_tlg5023.tlg014.1st1K-grc1,Various (Scholia),FALSE,Scholia on Euripides' Hecuba,Scholia,Prose,Catena / Commentary,"Play, tragedy, aesthetics",,Σχόλια εἰς τὴν Ἑκάβην,Scholia in Euripidis Hecubam (scholia vetera et scholia recentiora Thomae Magistri Triclinii Moschopuli et anonyma),,,,M,,1853.0,1853,,TRUE,FALSE,tlg5023,tlg014,False,TRUE,TRUE,
first1k_tlg1805.tlg002.1st1K-grc1,Plutarch,FALSE,Plutarchi vita,Biographa,Prose,Biography ,,,,Plutarchi vita,,,,M,,1854.0,1854,,TRUE,FALSE,tlg1805,tlg002,False,TRUE,FALSE,
first1k_tlg2039.tlg004.1st1K-grc1,Diophantus,FALSE,Fragmentum Sp e cod Paris 453,Mathematica,Prose,Treaty,Mathematics ,,,Fragmentum Sp e cod Paris 453,Alexandria,,250 AD,M,F,1855.0,1855,,TRUE,FALSE,tlg2039,tlg004,False,TRUE,FALSE,
first1k_tlg4102.tlg007.opp-grc1,Various (Catena),FALSE,Supplementum et Varietas Lectionis ad Catenam in evangelium sancti Joannis e cod Bodl B,Catena,Prose,Catena / Commentary,Theology,,Τοῦ Χρυσοστόμου εἰς τὸ κατὰ Ἰωάννην Ἅγιον Εὐαγγέλιον,Supplementum et varietas lectionis ad Catenam in Evangelium sancti Joannis e cod Bodl B,,,450 AD,M,K,1856.0,1856,,TRUE,FALSE,tlg4102,tlg007,False,TRUE,TRUE,
first1k_tlg0093.tlg001.1st1K-grc1,Theophrastus,TRUE,Enquiry into Plants,,,,,,,,,,,M,,1857.0,1857,,TRUE,FALSE,tlg0093,tlg001,True,TRUE,FALSE,
first1k_tlg0057.tlg067.1st1K-grc1,Galen,TRUE,A Method of Medicine to Glaucon,Medica,Prose,Treaty,Medicine,,Τῶν πρὸς Γλαύκωνα θεραπευτικά,Ad Glauconem de methodo medendi,Rome,,180 AD,M,,1858.0,1858,,TRUE,FALSE,tlg0057,tlg067,False,TRUE,FALSE,
first1k_tlg0607.tlg001.1st1K-grc1,Aelius Theon,TRUE,Progymnasmata,Rhetorica,Prose,Treaty,Rhetoric,,Προγυμνάσματα,Progymnasmata,Alexandria,,75 AD,M,K,1859.0,1859,,TRUE,FALSE,tlg0607,tlg001,False,TRUE,FALSE,
perseus_tlg0006.tlg019.perseus-grc2,Euripides,FALSE,Rhesus,Tragica,Poetry,Tragedy,Lyric,Tragedies,Ῥῆσος,Rhesus,Athens,Greek,415 BC,M,K,186.0,186,,TRUE,FALSE,tlg0006,tlg019,False,TRUE,FALSE,
first1k_tlg0026.tlg004.1st1K-grc1,Aeschines,FALSE,Letters,Epistolographa,Prose,Letter,,,Ἐπιστολαί,Epistolae,Athens,Greek,340-320 BC,M,,1860.0,1860,,TRUE,FALSE,tlg0026,tlg004,False,TRUE,FALSE,
first1k_tlg0062.tlg007.1st1K-grc1,Lucian of Samosata,,Nigrinus,,,,,,,,,,,M,,1861.0,1861,,TRUE,FALSE,tlg0062,tlg007,True,TRUE,FALSE,
first1k_tlg0527.tlg018.1st1K-grc1,2 Esdras,FALSE,2 Esdras,"Historica, Religiosa",Prose,Narrative,Theology,LXX Historiographies,Ἔσδρας Βʹ,Esdras II,Israel,Jewish,25 AD,M,K,1862.0,1862,Ezra - kanonisk,TRUE,FALSE,tlg0527,tlg018,False,TRUE,FALSE,
first1k_tlg0627.tlg007.1st1K-grc1,Hippocrates,FALSE,Wounds in the Head,Medica,Prose,Treaty,Medicine,,Περὶ τῶν ἐν κεφαλῇ τρωµάτων,De capitis vulneribus,Greece,,390 BC,M,K,1863.0,1863,,TRUE,FALSE,tlg0627,tlg007,False,TRUE,FALSE,
first1k_tlg4003.tlg002.1st1K-grc1,Marcian of Heraclea,TRUE,Epitome of Periplus of the Inner Sea of Menippus,Periegesis,Prose,Geography,Maritime,,Ἐπιτομὴ τοῦ τῆς ἐντὸς θαλάσσης περίπλου,Menippi periplus Maris interni epitome Marciani,Heraclea,,350 AD,M,K,1864.0,1864,,TRUE,FALSE,tlg4003,tlg002,False,TRUE,FALSE,
